,ticket_id,match_id,user_id,user_name,user_email,ticket_type,quantity,stadium,price,purchase_timestamp
13,52d812e1-d18e-47a2-a78e-1751979e997f,M46,FIFAW26000013,Stephen Baker,julieryan@hotmail.com,Student,8,GEHA Field at Arrowhead Stadium,5096.0,2026-07-23 14:04:45
14,05c5dafa-1a4d-438b-98a6-d20de8d3dab9,M14,FIFAW26000014,Brenda Hurst,icox@hotmail.com,VIP,1,NRG Stadium,923.0,2026-06-06 07:26:01
15,94d6c563-441e-4646-b841-f890f48c2834,M47,FIFAW26000015,Trevor Campos,hernandezernest@hotmail.com,Student,6,Mercedes-Benz Stadium,2814.0,2026-08-21 03:24:20
16,5c6e048e-df9e-4984-9e60-5255c0831469,M29,FIFAW26000016,Robert Brown,dcarlson@hotmail.com,GA,8,MetLife Stadium,7784.0,2026-07-30 09:53:30
17,1e4796f1-7f38-47a8-8df6-371fb1e1e770,M4,FIFAW26000017,John Tran,frazierdanny@hotmail.com,GA,2,BMO Field,1800.0,2026-04-20 18:44:33
18,6fb55079-b610-42d3-b64c-bedf76b45b0f,M21,FIFAW26000018,Karen Mack,daniel62@yahoo.com,Student,7,NRG Stadium,3479.0,2026-05-23 00:22:18
19,39ac620e-8e3c-40f0-9a0c-b8dcab77c15b,M31,FIFAW26000019,Aaron Bowen,teresa28@gmail.com,Student,2,BC Place,1227.8,2026-06-08 18:03:44
20,723ec8fe-3d1e-4fac-9a8a-fc14cd67b543,M7,FIFAW26000020,Monica Evans,ericfarmer@hotmail.com,GA,9,BMO Field,8100.0,2026-05-06 02:04:01
21,dff7443f-e712-46fa-b84b-74dbeeeddea0,M14,FIFAW26000021,Stephanie Nielsen,georgetracy@gmail.com,Student,3,NRG Stadium,1491.0,2026-06-23 16:25:36
22,6036c7e0-294e-4b35-bd97-654f8db58bfe,M2,FIFAW26000022,Sarah Koch,john39@gmail.com,VIP,9,Lumen Field,6914.7,2026-06-05 06:38:16
23,c1b6a4e3-b0f2-4a5b-9c0f-0ec7a51a8abe,M7,FIFAW26000023,Christopher Tucker,spenceamanda@gmail.com,VIP,5,BMO Field,5850.0,2026-05-29 07:05:35
24,ab1b52ff-f81e-4bd7-bc07-ee9a3e2c2fed,M5,FIFAW26000024,David Alvarez,josephbrennan@yahoo.com,GA,6,Lumen Field,3546.0,2026-05-26 22:24:42
25,d7b1779d-3205-40d8-92a2-825ca3164771,M4,FIFAW26000025,Tamara Hickman,jenniferross@hotmail.com,GA,9,BMO Field,8100.0,2026-05-09 20:24:57
26,8b005b7b-4b85-4347-9339-5a9888564205,M13,FIFAW26000026,Debra Kim,omartinez@gmail.com,VIP,4,Hard Rock Stadium,4898.4,2026-06-08 13:31:45
27,19ae20c3-ac62-4b90-803d-e030d9e38532,M10,FIFAW26000027,Matthew Chapman,briannasmith@hotmail.com,GA,6,MetLife Stadium,5838.0,2026-06-12 10:29:15
28,b95943cd-8ade-4f1c-b239-b217a8044ce4,M17,FIFAW26000028,Crystal Perez,heathchad@gmail.com,Student,6,Mercedes-Benz Stadium,2814.0,2026-05-28 12:59:27
29,208e7414-99d7-4da0-a034-92031d4bf9d6,M19,FIFAW26000029,Joshua Washington,jenniferkhan@hotmail.com,VIP,9,BC Place,10260.9,2026-05-25 07:28:57
30,7cc14da3-cfd3-4a0e-8826-b55ff6335c79,M9,FIFAW26000030,Thomas Mueller,glee@hotmail.com,VIP,6,Lumen Field,4609.8,2026-05-11 02:29:14
31,a3d6f736-35bd-4ea7-820d-a8d2f7cb20d1,M35,FIFAW26000031,Ryan Henderson,dshields@hotmail.com,Student,8,GEHA Field at Arrowhead Stadium,5096.0,2026-06-28 12:21:42
32,fadf62c6-6d60-4995-a61c-1ac0fa385c8b,M37,FIFAW26000032,Denise Lucas,powellmatthew@gmail.com,Student,7,Mercedes-Benz Stadium,3283.0,2026-07-07 16:05:54
33,d245edcd-8ece-42ec-87a2-175dde9caa82,M10,FIFAW26000033,John Lee,ltaylor@yahoo.com,Student,7,MetLife Stadium,4767.7,2026-05-21 20:25:34
34,718f32f3-6845-481d-9896-ffcded98cf0d,M49,FIFAW26000034,Steven Baxter,ramosmichelle@hotmail.com,VIP,4,GEHA Field at Arrowhead Stadium,4732.0,2026-07-19 15:26:13
35,3b4acf33-bf44-457a-a6ac-e321af2cdaaa,M8,FIFAW26000035,Corey Pearson,novaksara@gmail.com,GA,7,NRG Stadium,4970.0,2026-05-19 12:15:31
36,3565b769-71b4-4b12-b28a-89c8d8b0bcbb,M37,FIFAW26000036,Gabriel Tucker,michellebarrera@gmail.com,GA,3,Mercedes-Benz Stadium,2010.0,2026-07-18 22:47:40
37,4682822e-ae4b-4d05-b447-0a93a8688d9d,M33,FIFAW26000037,Nicholas Galloway,sara74@yahoo.com,VIP,4,Lumen Field,3073.2,2026-08-02 23:28:46
38,e3832dac-c2dd-4f56-8421-f24c7036db5d,M37,FIFAW26000038,Heather Cross,smoore@gmail.com,GA,7,Mercedes-Benz Stadium,4690.0,2026-07-19 06:50:52
39,e56e9937-7d92-4fa0-be82-bb7923866aa2,M46,FIFAW26000039,Tanya Riley,adkinsbrian@hotmail.com,Student,7,GEHA Field at Arrowhead Stadium,4459.0,2026-07-15 00:31:12
40,e3684e24-a4d2-4472-9f55-4fc716de9702,M24,FIFAW26000040,Thomas Calhoun,brianromero@gmail.com,VIP,1,NRG Stadium,923.0,2026-06-10 18:49:52
41,0c7a1f78-523e-4b75-83a3-e4d14cc622f4,M29,FIFAW26000041,Casey Jones,richarddavid@hotmail.com,VIP,3,MetLife Stadium,3794.7,2026-07-10 17:59:51
42,2e026682-e8b9-4eb1-ba40-6a20d73450b0,M26,FIFAW26000042,John Wheeler,barnesbrandy@hotmail.com,Student,3,NRG Stadium,1491.0,2026-06-03 19:21:24
43,006030bd-05d5-491f-9573-7bb8018b5c8d,M41,FIFAW26000043,Leslie Green,john62@hotmail.com,Student,7,BC Place,4297.3,2026-08-18 06:18:09
44,c6b8a069-ccbb-478c-9b0f-307dacf26205,M8,FIFAW26000044,Debbie Bryant,smithchristine@hotmail.com,GA,2,NRG Stadium,1420.0,2026-06-10 03:48:01
45,c752fb9f-3324-4650-a319-82f182b815f9,M21,FIFAW26000045,Wendy Jones,williamanderson@yahoo.com,VIP,5,NRG Stadium,4615.0,2026-07-04 21:45:05
46,92c0dc62-1485-4919-9776-0d97efacb003,M12,FIFAW26000046,Nicole Suarez,justin78@hotmail.com,VIP,5,AT&T Stadium,6344.0,2026-05-06 01:27:34
47,3d702fbb-2900-4d49-9b79-2120b2faeee2,M16,FIFAW26000047,Kevin Riggs,contrerasangela@hotmail.com,GA,4,Lumen Field,2364.0,2026-06-16 08:41:40
48,a957985c-ca6a-4fe2-86a1-70a71f5d6cfb,M29,FIFAW26000048,Dale Humphrey,darrell18@gmail.com,GA,8,MetLife Stadium,7784.0,2026-06-22 13:26:23
49,7b71af33-bd2f-4040-9ce0-a42982cbeba1,M20,FIFAW26000049,Joseph Jacobs,james48@yahoo.com,Student,5,BMO Field,3150.0,2026-05-30 21:30:47
50,47a9c632-1a83-4b8d-bb0c-879b50fb3962,M4,FIFAW26000050,John Odonnell,davisrodney@yahoo.com,GA,2,BMO Field,1800.0,2026-05-24 19:57:28
51,9f60e8b4-bd5f-4104-888b-580832356c0a,M45,FIFAW26000051,Bradley Cook,danagreen@hotmail.com,GA,7,SoFi Stadium,5894.0,2026-07-27 07:10:13
52,554dd065-6ee8-4c9c-a592-9b45190792a6,M20,FIFAW26000052,Scott Thornton,rodriguezsierra@hotmail.com,GA,9,BMO Field,8100.0,2026-05-27 17:51:00
53,9a37abf5-5ac0-4d66-b0ae-ee36da73192b,M1,FIFAW26000053,Rebecca Gardner,brandi26@gmail.com,Student,4,MetLife Stadium,2724.4,2026-05-08 12:46:20
54,1e689464-c686-4ed8-90bb-5f43615ce622,M50,FIFAW26000054,Bobby Diaz,nolanjason@gmail.com,Student,8,Mercedes-Benz Stadium,3752.0,2026-07-29 09:48:17
55,41421db2-6665-46dd-a6cb-9a0cc447b487,M41,FIFAW26000055,Elizabeth Gomez,vdickson@gmail.com,GA,5,BC Place,4385.0,2026-07-27 07:00:56
56,92d0606a-cafc-4756-b02b-f528fa47500d,M3,FIFAW26000056,Sara Young,theresacochran@yahoo.com,GA,8,Mercedes-Benz Stadium,5360.0,2026-06-10 18:52:24
57,02c383db-3ef8-4287-b482-e3ff520274cd,M34,FIFAW26000057,Angel Doyle,kimberly63@yahoo.com,VIP,9,GEHA Field at Arrowhead Stadium,10647.0,2026-07-23 05:47:34
58,66b025d7-054b-4254-83d3-5a4f64a864da,M9,FIFAW26000058,Erik Haynes,ebrennan@gmail.com,VIP,9,Lumen Field,6914.7,2026-06-05 13:56:38
59,483012fe-fa86-4dd9-b4bc-15f9d298cb78,M47,FIFAW26000059,James Sellers,kevin33@gmail.com,GA,9,Mercedes-Benz Stadium,6030.0,2026-08-31 11:39:25
60,b8240e9e-1bd5-413c-a50b-d4a143c182bd,M36,FIFAW26000060,Donna Ross,michelle45@hotmail.com,GA,3,NRG Stadium,2130.0,2026-08-14 09:58:33
61,8d1f3dd8-5bcb-4c41-bc5f-f45dcdee80da,M42,FIFAW26000061,William Frazier,sheila14@gmail.com,VIP,1,GEHA Field at Arrowhead Stadium,1183.0,2026-06-30 04:39:59
62,25d4d116-9fe8-4cd6-91ef-ec82af3dc971,M39,FIFAW26000062,Beverly Terrell,rodriguezryan@hotmail.com,VIP,1,MetLife Stadium,1264.9,2026-08-16 19:53:58
63,4a867c90-0995-4f0e-86f7-ac30eff712f1,M29,FIFAW26000063,Kristin Graham,cruzbarbara@yahoo.com,VIP,4,MetLife Stadium,5059.6,2026-06-30 10:52:05
64,2e667711-47d5-4314-ae5b-8d341a5b6577,M43,FIFAW26000064,Bradley Graham,michaeljones@hotmail.com,Student,8,Hard Rock Stadium,5275.2,2026-07-28 12:53:36
65,80db48bf-5814-4817-92af-634f4cf9d714,M44,FIFAW26000065,Samantha Hanson,cortezkevin@yahoo.com,VIP,2,Hard Rock Stadium,2449.2,2026-08-17 20:19:27
66,bde8caca-3779-4512-ac07-46f056fe93d5,M31,FIFAW26000066,Elizabeth Nguyen,angela36@hotmail.com,Student,3,BC Place,1841.7,2026-06-07 04:43:01
67,1509a713-09eb-42f3-8c8c-88077a6251e4,M50,FIFAW26000067,Shelby Byrd,christinaturner@hotmail.com,VIP,6,Mercedes-Benz Stadium,5226.0,2026-09-07 08:15:53
68,5e9a7d26-41f9-4e0c-a34e-a7e490bd9a1d,M38,FIFAW26000068,Martha Torres,russellcarpenter@hotmail.com,GA,1,BC Place,877.0,2026-08-04 23:47:30
69,7650398f-0618-4e83-8127-933e57c0e84e,M41,FIFAW26000069,Marco Ramos,williamleon@hotmail.com,VIP,1,BC Place,1140.1,2026-07-29 20:37:40
70,ed662183-02a4-4f9c-91a2-32b97c2ba9b2,M37,FIFAW26000070,Gene Miller,clarence34@gmail.com,Student,2,Mercedes-Benz Stadium,938.0,2026-07-12 05:43:00
71,336439a1-1f6d-4213-85c6-0c761d9a8bb6,M21,FIFAW26000071,Lindsay Hernandez,sanchezthomas@gmail.com,Student,9,NRG Stadium,4473.0,2026-06-22 14:17:24
72,1932294c-f8e0-41e5-8b9e-30f1dbf3bd9b,M31,FIFAW26000072,Stanley Mercado,jennifercruz@yahoo.com,GA,1,BC Place,877.0,2026-07-22 21:25:12
73,560afa9a-fd91-4db4-bf52-59df50669cd4,M27,FIFAW26000073,John Douglas,staffordmichelle@gmail.com,GA,2,GEHA Field at Arrowhead Stadium,1820.0,2026-07-09 22:54:47
74,dfc567e8-575a-471b-91ad-53cfd10c10b0,M24,FIFAW26000074,Kimberly Robinson,pwilliams@gmail.com,VIP,8,NRG Stadium,7384.0,2026-07-04 21:29:56
75,98129e84-380c-4e31-b5a3-1ab9ff85c26b,M19,FIFAW26000075,Stephen Solis,stephanie79@hotmail.com,GA,1,BC Place,877.0,2026-05-27 18:35:20
76,f1282369-1ff6-476b-87bd-4a0d558395ed,M35,FIFAW26000076,Patricia Simmons,vmerritt@yahoo.com,GA,5,GEHA Field at Arrowhead Stadium,4550.0,2026-08-13 03:31:38
77,95b5830a-7731-464b-b479-b7f0aa17148a,M11,FIFAW26000077,Shannon Walton,katie87@hotmail.com,GA,2,Lumen Field,1182.0,2026-05-03 21:45:12
78,686e34c6-e981-458f-9416-e6d8a62bd740,M34,FIFAW26000078,John Gonzales,jimmy55@hotmail.com,GA,8,GEHA Field at Arrowhead Stadium,7280.0,2026-07-14 21:03:53
79,e9abcbc3-e43e-4bee-8e02-9231d48f1f9a,M35,FIFAW26000079,Christopher Hernandez,tbenson@gmail.com,VIP,5,GEHA Field at Arrowhead Stadium,5915.0,2026-07-13 04:15:50
80,2f513331-1448-41b8-a78c-53361b317eef,M32,FIFAW26000080,Caleb Russell,nperry@yahoo.com,Student,4,Mercedes-Benz Stadium,1876.0,2026-07-02 09:04:18
81,39d53710-ae22-4805-bd89-c537575b9994,M15,FIFAW26000081,Perry Carrillo,gateskathy@yahoo.com,GA,9,BMO Field,8100.0,2026-05-16 07:48:51
82,3a8fcf3d-246a-4e92-9365-7abe9a50f267,M17,FIFAW26000082,Thomas Bender,karen68@hotmail.com,Student,5,Mercedes-Benz Stadium,2345.0,2026-05-16 02:18:33
83,9cd76c7d-8985-4dbd-a737-4c2a992af550,M30,FIFAW26000083,Jessica Marsh,tracynelson@yahoo.com,Student,6,SoFi Stadium,3536.4,2026-07-01 08:01:34
84,ae08c603-22ed-44d6-a9fe-db1c46d9106b,M46,FIFAW26000084,Anthony Rogers,dramsey@gmail.com,VIP,1,GEHA Field at Arrowhead Stadium,1183.0,2026-08-01 22:21:29
85,b239b672-65a4-4e50-8827-6eb76d34849d,M23,FIFAW26000085,Tina Ferguson,qvargas@gmail.com,GA,9,NRG Stadium,6390.0,2026-05-22 10:27:17
86,69602e43-0e85-4985-933d-2602578e97be,M4,FIFAW26000086,Christopher Patterson,qwhite@yahoo.com,VIP,2,BMO Field,2340.0,2026-04-19 21:21:06
87,e8c8eceb-39d8-428e-8235-b372022c595b,M16,FIFAW26000087,Mark Gibson,kathleen64@yahoo.com,Student,4,Lumen Field,1654.8,2026-05-03 08:05:33
88,9e9a2ccc-8d85-49b9-917a-0bd6e07b5b30,M28,FIFAW26000088,Johnny Miller,currybrett@yahoo.com,VIP,2,Mercedes-Benz Stadium,1742.0,2026-06-27 11:42:15
89,15cd7e6c-314c-444f-a0c7-ddc65f821a37,M25,FIFAW26000089,Jeffrey Jones,websterstefanie@gmail.com,Student,9,BMO Field,5670.0,2026-07-12 05:36:34
90,63ae9efc-32e2-4216-8a41-ace0aa24ae3c,M9,FIFAW26000090,Mary Howell,davidcaldwell@hotmail.com,VIP,4,Lumen Field,3073.2,2026-05-08 22:48:25
91,f946e5ab-be30-423f-8f0b-0a10dc0baa1c,M24,FIFAW26000091,Stacie Marshall,katie29@hotmail.com,VIP,4,NRG Stadium,3692.0,2026-06-10 20:42:19
92,3d176501-6bbd-4529-bd2e-d493161250cc,M8,FIFAW26000092,Tamara Higgins,tamirodriguez@gmail.com,Student,7,NRG Stadium,3479.0,2026-06-15 07:06:50
93,1ac6ec7f-5790-4485-a8c3-393d43d88ded,M9,FIFAW26000093,Sarah Johnston,tsanders@gmail.com,GA,4,Lumen Field,2364.0,2026-04-29 21:29:08
94,281c9c0a-3036-4077-9a87-97ac854dfb8e,M1,FIFAW26000094,Charles Vaughn,curtisbarton@hotmail.com,VIP,6,MetLife Stadium,7589.4,2026-05-13 07:46:50
95,13aabe15-359d-4d37-b475-6a2026ba80a7,M36,FIFAW26000095,Caroline Martinez,reedross@yahoo.com,VIP,1,NRG Stadium,923.0,2026-08-06 00:15:38
96,891a78fd-ecbd-4cfb-93b6-555c853d6467,M38,FIFAW26000096,Casey Holland,atkinsonlynn@gmail.com,GA,4,BC Place,3508.0,2026-07-02 05:37:56
97,59c02606-035d-41db-9dfb-d59d566de09d,M2,FIFAW26000097,Ryan Cox,bzimmerman@gmail.com,Student,9,Lumen Field,3723.3,2026-04-30 18:11:47
98,29339545-0b53-4268-99b9-74ed3b7b85e4,M34,FIFAW26000098,Jessica Sheppard,christina87@yahoo.com,GA,6,GEHA Field at Arrowhead Stadium,5460.0,2026-08-05 11:57:47
99,ad045110-20ad-48e3-a2df-1acb1d7bf64f,M26,FIFAW26000099,Ryan Simon,marcus31@yahoo.com,GA,2,NRG Stadium,1420.0,2026-05-28 11:31:27
100,0bb58dbc-18b8-4632-bd25-8f078f6a3698,M24,FIFAW26000100,Nicole Sanchez,qhudson@yahoo.com,Student,6,NRG Stadium,2982.0,2026-06-19 20:50:17
101,d279f2eb-81ce-4ed9-b42a-6fb8e333c4d5,M14,FIFAW26000101,Matthew Snyder,hunter35@yahoo.com,Student,7,NRG Stadium,3479.0,2026-06-11 10:20:57
102,76baa152-795f-4a6e-bbc2-2b0db512fd79,M4,FIFAW26000102,Matthew Beard,angela83@gmail.com,GA,6,BMO Field,5400.0,2026-05-22 01:32:01
103,55dfa276-0878-4347-b036-4b07eeee1835,M37,FIFAW26000103,John Russell,hannahbrewer@yahoo.com,Student,3,Mercedes-Benz Stadium,1407.0,2026-06-27 07:25:31
104,13276dca-a75d-4313-910f-2760235f78ae,M9,FIFAW26000104,Shane Smith,jeffrey34@hotmail.com,VIP,3,Lumen Field,2304.9,2026-04-24 07:37:40
105,e3146b55-4d76-4681-aa1d-358dbaef16f4,M41,FIFAW26000105,Bonnie Kennedy,ronald85@yahoo.com,GA,6,BC Place,5262.0,2026-08-03 19:11:38
106,42fb63a8-3bea-441c-83f2-9163d148ae8c,M46,FIFAW26000106,Jacqueline Nelson,jerry35@gmail.com,GA,1,GEHA Field at Arrowhead Stadium,910.0,2026-08-20 16:14:25
107,6c318f8f-2ba8-4362-90c2-be107b3e4522,M23,FIFAW26000107,Julia Tapia,jamesrodgers@yahoo.com,VIP,1,NRG Stadium,923.0,2026-07-09 15:15:26
108,50b418b3-fede-4713-8d33-ebe4e0201c13,M43,FIFAW26000108,Jenny Bray,tina34@gmail.com,Student,4,Hard Rock Stadium,2637.6,2026-08-20 00:57:06
109,6111ed21-1d8b-4069-a95d-ebaaeabbf602,M26,FIFAW26000109,Michael Turner,joshuamccann@hotmail.com,VIP,2,NRG Stadium,1846.0,2026-07-13 03:47:33
110,7a2430e8-833e-4cee-b322-8bcc2c6fe942,M22,FIFAW26000110,Kelly Raymond,agarcia@hotmail.com,VIP,3,MetLife Stadium,3794.7,2026-07-05 00:24:58
111,5340c0ae-ce08-424a-9c4b-a3c769d1e53d,M40,FIFAW26000111,Justin Mendoza,jack04@yahoo.com,VIP,2,Lumen Field,1536.6,2026-07-11 19:40:51
112,58cc557e-234d-469e-83c7-bdb9c1217ed2,M12,FIFAW26000112,Danny Jones,ojones@hotmail.com,GA,8,AT&T Stadium,7808.0,2026-06-11 12:03:02
113,6f71cb26-881b-483e-8fa0-c5996d5928cf,M3,FIFAW26000113,Brian Hernandez,christopher31@hotmail.com,GA,2,Mercedes-Benz Stadium,1340.0,2026-05-22 07:59:10
114,39e96ce7-9b14-465b-af65-be5397fbcad1,M47,FIFAW26000114,Kathy Obrien,kimberlyjames@yahoo.com,GA,8,Mercedes-Benz Stadium,5360.0,2026-07-07 21:12:41
115,bb9ce92c-2a47-4bd5-8c53-97f61e349940,M23,FIFAW26000115,Kenneth Chapman,ntorres@gmail.com,Student,7,NRG Stadium,3479.0,2026-05-25 07:09:33
116,b75cb386-26a7-4f6e-ba68-6f4931051010,M37,FIFAW26000116,Chelsea Singh,colleenbaker@gmail.com,VIP,7,Mercedes-Benz Stadium,6097.0,2026-07-14 18:15:23
117,aa5746a3-0d77-413d-8a45-69d4a3a2c614,M4,FIFAW26000117,Eric Thompson,moorericky@hotmail.com,Student,4,BMO Field,2520.0,2026-05-07 15:19:25
118,631e07e5-2a13-42fb-bef8-c05e030bce05,M3,FIFAW26000118,Brittney Carter,keithcampbell@yahoo.com,GA,1,Mercedes-Benz Stadium,670.0,2026-06-03 04:58:45
119,a869ef46-6838-4496-acf5-c6e9ea50313a,M33,FIFAW26000119,Charles Hall,kristin93@yahoo.com,VIP,8,Lumen Field,6146.4,2026-07-08 19:50:40
120,be8b07a8-54db-4a17-ab32-82be861faa92,M24,FIFAW26000120,Danny Walker,rebekahserrano@gmail.com,GA,6,NRG Stadium,4260.0,2026-07-07 04:08:37
121,397150b2-cf86-43f8-b5ed-ebccbd248922,M48,FIFAW26000121,Brian Sparks,scott74@hotmail.com,GA,5,GEHA Field at Arrowhead Stadium,4550.0,2026-09-04 09:45:13
122,085959a6-c647-41bb-affb-139d4101112e,M36,FIFAW26000122,Richard Nelson,mkim@gmail.com,Student,5,NRG Stadium,2485.0,2026-06-23 16:00:26
123,d56618c5-c9b3-4483-8e08-a53f7d954d5d,M15,FIFAW26000123,Pamela Navarro,anthony39@hotmail.com,Student,5,BMO Field,3150.0,2026-06-07 06:08:34
124,ac344124-139a-4785-a0b0-a85a382e2437,M17,FIFAW26000124,Stephanie Key,barbara27@hotmail.com,VIP,6,Mercedes-Benz Stadium,5226.0,2026-06-07 16:20:44
125,f747cf42-b049-495f-9d52-0a4ce1bd6ae2,M5,FIFAW26000125,Denise Moon,wendygraham@yahoo.com,GA,2,Lumen Field,1182.0,2026-05-09 19:52:02
126,abf095dd-9bb5-4983-89ba-3fcc047a47f8,M42,FIFAW26000126,Tanya Harrison,qcook@gmail.com,Student,4,GEHA Field at Arrowhead Stadium,2548.0,2026-08-06 16:41:11
127,9fbc560f-db85-450a-bdcb-4644b3483a0c,M15,FIFAW26000127,Mia Rivera,zroberts@hotmail.com,Student,2,BMO Field,1260.0,2026-06-22 19:50:47
128,e983f695-5b54-4731-8753-0386121bff73,M46,FIFAW26000128,Benjamin Miller,marcus68@gmail.com,VIP,9,GEHA Field at Arrowhead Stadium,10647.0,2026-07-23 07:07:55
129,1854d5d0-c361-42b4-99b2-a12610a3155d,M2,FIFAW26000129,Diane Daniels,hbrown@yahoo.com,VIP,1,Lumen Field,768.3,2026-05-19 05:23:07
130,fa12423d-2093-4fa7-abbf-554fd1c69e14,M37,FIFAW26000130,Cindy Jimenez,nwolf@yahoo.com,GA,7,Mercedes-Benz Stadium,4690.0,2026-06-24 10:32:00
131,c918fc64-1593-4f77-a5c6-588f78156173,M15,FIFAW26000131,Andrea Pennington,fgilmore@gmail.com,VIP,2,BMO Field,2340.0,2026-05-19 16:41:36
132,ec9b08e7-ad2c-47b8-91f9-0f303069cdbc,M49,FIFAW26000132,Anthony Mccoy,jennifercollins@gmail.com,GA,5,GEHA Field at Arrowhead Stadium,4550.0,2026-09-02 07:57:13
133,68a9d39c-e747-413e-93c9-a3351db204f5,M45,FIFAW26000133,Andrea Davis,murraydavid@gmail.com,Student,6,SoFi Stadium,3536.4,2026-08-21 20:35:33
134,8d69d13c-104d-4112-83d2-88363024a547,M45,FIFAW26000134,Tyrone Moran,robert77@gmail.com,Student,9,SoFi Stadium,5304.6,2026-07-29 08:17:15
135,2a19f774-8e83-4a0a-92cd-f91cc013f6bb,M9,FIFAW26000135,Stephen Thomas,sandraromero@gmail.com,GA,8,Lumen Field,4728.0,2026-05-15 00:03:06
136,f0371e67-7093-4b87-80c2-59f6ca210651,M44,FIFAW26000136,Michelle Hill,ymorgan@hotmail.com,VIP,7,Hard Rock Stadium,8572.2,2026-07-11 12:25:59
137,437a1651-bc6a-4776-a8a4-865f8c8b1da3,M30,FIFAW26000137,Joseph Smith,mary97@gmail.com,GA,8,SoFi Stadium,6736.0,2026-07-05 22:43:08
138,c89dd10c-06ed-40e4-972e-74b20a282ecf,M14,FIFAW26000138,Sean Washington,andrea86@yahoo.com,GA,4,NRG Stadium,2840.0,2026-05-16 09:31:51
139,225452cc-fa99-4603-99bd-e808cca7cd61,M17,FIFAW26000139,Sarah Kane,ashleyhall@yahoo.com,VIP,1,Mercedes-Benz Stadium,871.0,2026-06-04 19:45:54
140,523b4c10-0ff3-441d-910c-671fd84c8976,M7,FIFAW26000140,Bradley Garner,qhughes@hotmail.com,VIP,4,BMO Field,4680.0,2026-06-14 22:23:47
141,c7ea75f9-fd73-4788-801b-d264964507b0,M50,FIFAW26000141,Tina Simpson,martineztammy@yahoo.com,VIP,8,Mercedes-Benz Stadium,6968.0,2026-07-15 12:24:09
142,d54b186a-acde-4a22-bcfe-cb68960fab71,M33,FIFAW26000142,Molly Sawyer,dgarcia@gmail.com,VIP,2,Lumen Field,1536.6,2026-06-29 17:41:02
143,bcb546dc-326a-48e0-ba31-c7119217abc0,M41,FIFAW26000143,Jennifer Ortiz,charlesharrington@yahoo.com,Student,4,BC Place,2455.6,2026-07-31 23:29:55
144,16a9e52d-2401-48cc-b5d1-42234a2de4f6,M47,FIFAW26000144,Matthew Schwartz,christianmelissa@hotmail.com,GA,9,Mercedes-Benz Stadium,6030.0,2026-07-23 17:48:40
145,79389a65-81c7-431c-9502-8cd14341e6a0,M27,FIFAW26000145,Norman Stewart,cbrennan@hotmail.com,VIP,8,GEHA Field at Arrowhead Stadium,9464.0,2026-06-14 16:55:54
146,81899edb-b8f8-45f9-86b1-62b343020dae,M29,FIFAW26000146,Casey Welch,wendy16@gmail.com,VIP,3,MetLife Stadium,3794.7,2026-07-09 01:12:45
