ticket_id,match_id,user_id,user_name,user_email,ticket_type,quantity,stadium,price,purchase_timestamp,ingest_timestamp
0da3ece4-9931-4f08-98bd-6d0da45e478f,M27,FIFAW26027138,Julie Brown,knightmichael@hotmail.com,VIP,3,AT&T Stadium,3677.7,2026-06-23 04:46:25,2026-06-23 05:00:25
61b5e6d1-b84a-40c7-86bb-40269f83410b,M23,FIFAW26005709,Pedro Webb,vanessamoore@gmail.com,Student,6,GEHA Field at Arrowhead Stadium,2914.8,2026-06-26 10:03:59,2026-06-26 10:12:59
831901cb-2b6e-4b13-b3a3-4e350fe0a9f4,M30,FIFAW26015844,Hannah Burnett,gutierrezjoyce@yahoo.com,VIP,9,AT&T Stadium,11033.1,2026-07-22 13:26:43,2026-07-22 13:44:43
47d067d4-dc51-4509-9266-31ba3187463c,M18,FIFAW26022385,Janet Carney,linda88@gmail.com,VIP,1,NRG Stadium,716.3,2026-06-19 13:32:47,2026-06-19 13:55:47
c5dc2a43-0eeb-45de-9550-bf4280e4994b,M29,FIFAW26016294,Becky Smith,tuckercarl@yahoo.com,VIP,5,GEHA Field at Arrowhead Stadium,4511.0,2026-06-29 03:15:49,2026-06-29 03:30:49
998f101c-460b-421e-bf6a-d44d90fe7b16,M7,FIFAW26008656,Sandra Simmons,vle@hotmail.com,VIP,5,AT&T Stadium,6129.5,2026-05-22 16:08:38,2026-05-22 16:33:38
167a7829-71e2-438c-a1e7-818ee5209b32,M36,FIFAW26007394,Daniel Meyer,michaelsellers@gmail.com,Student,9,Mercedes-Benz Stadium,5903.1,2026-08-08 09:36:41,2026-08-08 10:03:41
ffe26ed0-6253-42c4-95a0-9793918dd44b,M12,FIFAW26037962,Angela Murphy,glendawatson@hotmail.com,GA,9,SoFi Stadium,5778.0,2026-05-13 21:02:07,2026-05-14 03:01:07
3692aa04-8af0-4359-b699-4904bf48a381,M47,FIFAW26022502,Danielle Miranda,connercharlene@hotmail.com,Student,6,SoFi Stadium,2696.4,2026-08-08 19:49:27,2026-08-08 20:06:27
692c42bb-5ae5-4c3c-9cae-cb3750381e85,M36,FIFAW26003009,Meghan Cruz,hmacias@gmail.com,GA,6,Mercedes-Benz Stadium,5622.0,2026-08-07 11:46:26,2026-08-07 12:54:26
97cf11aa-fdd9-4f43-961a-11ba48c2dbd8,M32,FIFAW26044514,Monica Harding,destinygray@yahoo.com,Student,8,BC Place,3628.8,2026-08-02 11:26:29,2026-08-02 11:33:29
162e14d4-8a47-4031-8328-43986052a098,M26,FIFAW26043765,Joshua Pitts,ortizalyssa@hotmail.com,GA,3,Hard Rock Stadium,2196.0,2026-07-11 13:05:59,2026-07-11 13:35:59
64c0efe6-ed7f-40ab-99bc-f8ef8c8ada80,M20,FIFAW26022602,Tiffany Shaffer,david25@yahoo.com,VIP,3,Lumen Field,3490.5,2026-05-10 19:44:24,2026-05-10 20:56:24
94ad4961-eeb7-4888-a15d-f2e6821e4836,M32,FIFAW26042293,Dawn Davis,townsenddennis@gmail.com,Student,2,BC Place,907.2,2026-07-03 14:20:00,2026-07-03 14:31:00
268b9988-4459-42bc-9881-bcf12c364e19,M42,FIFAW26009960,Rebecca Mccarthy,lynn41@yahoo.com,Student,1,Hard Rock Stadium,512.4,2026-08-16 07:16:05,2026-08-16 08:04:05
68238c6d-e27d-483f-8560-1ca12741acfc,M50,FIFAW26043611,Karen Ramirez,aaguilar@yahoo.com,Student,1,NRG Stadium,385.7,2026-07-28 17:38:35,2026-07-28 19:38:35
9acff344-1bcb-4048-89a0-9343c9f73d11,M48,FIFAW26015961,Kevin Payne,shane58@yahoo.com,Student,3,Mercedes-Benz Stadium,1967.7,2026-09-03 21:24:24,2026-09-03 21:42:24
99aecd8f-924c-4484-ae55-faf2ee769da5,M15,FIFAW26030502,Amber Hamilton,lmeyer@yahoo.com,GA,8,GEHA Field at Arrowhead Stadium,5552.0,2026-05-09 03:48:06,2026-05-09 14:48:06
3a707ef4-0802-4078-b5de-0981e7dee9fb,M49,FIFAW26048166,Tyler Miller,brookssamuel@gmail.com,VIP,1,Mercedes-Benz Stadium,1218.1,2026-08-20 15:12:10,2026-08-20 15:18:10
f76eb639-630c-446a-be4e-2219301fdd53,M35,FIFAW26021587,Michael Reeves,seanhorton@hotmail.com,Student,5,BMO Field,2166.5,2026-08-05 23:34:24,2026-08-06 00:00:24
7c13cb27-1028-467c-a7b0-ed3fb0617d37,M5,FIFAW26024241,William Cervantes,relliott@yahoo.com,Student,3,SoFi Stadium,1348.2,2026-04-28 15:45:08,2026-04-28 16:06:08
76132994-78a7-4984-8701-a0b6681b05c8,M45,FIFAW26049933,Michelle Wilson,acostapaula@hotmail.com,GA,1,BC Place,648.0,2026-07-11 07:38:47,2026-07-11 07:51:47
ada9d9ea-3b37-4653-a52f-6d379053c0e0,M50,FIFAW26022591,Tonya Anderson,tsherman@hotmail.com,GA,1,NRG Stadium,551.0,2026-08-23 16:59:01,2026-08-23 17:04:01
e47c7e51-6d25-4848-b3c8-5be243052334,M43,FIFAW26014147,Justin Gibson,kathyshelton@yahoo.com,Student,7,BC Place,3175.2,2026-08-01 17:58:55,2026-08-01 18:19:55
a2ab5716-7714-4e1c-80e9-522806b4c2e7,M46,FIFAW26042773,Matthew Long,rmartin@hotmail.com,VIP,1,BMO Field,804.7,2026-08-15 22:23:34,2026-08-15 23:23:34
a3a544f8-3905-4b20-b8d3-a923469af67a,M20,FIFAW26010554,Zachary Johnson,lisafigueroa@hotmail.com,GA,7,Lumen Field,6265.0,2026-06-30 08:31:27,2026-06-30 08:49:27
9e61e93f-0589-431c-9be4-49f6869c2f5c,M37,FIFAW26029758,Glenn Weber,amandastrong@yahoo.com,VIP,9,BMO Field,7242.3,2026-07-20 17:25:30,2026-07-20 17:46:30
dbfda867-10e0-4d5a-8e7d-1435508227e2,M43,FIFAW26047331,Tiffany Rivera,harringtoncandace@gmail.com,VIP,3,BC Place,2527.2,2026-07-10 01:35:37,2026-07-10 01:51:37
ab98beb5-0611-43a7-a2ba-4c19067ece0e,M30,FIFAW26045645,Melissa Baker,williamrichardson@hotmail.com,GA,5,AT&T Stadium,4715.0,2026-07-08 11:57:34,2026-07-08 13:07:34
32492b2d-7a40-488a-b006-50514f433e13,M37,FIFAW26017888,Thomas Lewis,raymondphillips@gmail.com,Student,3,BMO Field,1299.9,2026-08-07 00:40:34,2026-08-08 00:40:34
57a08470-3674-4a3e-a1b7-5248ea4a1217,M19,FIFAW26018881,Troy Roberts,fosterteresa@hotmail.com,GA,8,SoFi Stadium,5136.0,2026-06-12 13:23:08,2026-06-12 13:53:08
9200f1b0-abca-472b-9ff9-0ff8ec066c49,M7,FIFAW26033157,Shelby Everett,hhenderson@gmail.com,GA,1,AT&T Stadium,943.0,2026-04-30 08:51:59,2026-04-30 09:10:59
94bf5418-15ee-4a45-a81e-fa6f2d70d5bf,M11,FIFAW26044684,Debra King,cervanteskevin@yahoo.com,VIP,5,MetLife Stadium,3510.0,2026-05-01 05:15:55,2026-05-01 05:16:55
2758df56-1746-4983-895c-e971b4be981e,M50,FIFAW26020487,Timothy Davis,kevin83@yahoo.com,GA,7,NRG Stadium,3857.0,2026-08-29 18:59:05,2026-08-29 19:22:05
3bf47597-7604-405b-a43b-efdd0ec3f1a3,M45,FIFAW26022115,Eric Greene,timothyadams@gmail.com,GA,5,BC Place,3240.0,2026-08-25 08:21:18,2026-08-27 08:21:18
2e5a5ae1-655d-4f03-bf5a-c41a327ec780,M46,FIFAW26039851,Ronald Medina,cranekaren@hotmail.com,Student,9,BMO Field,3899.7,2026-08-17 09:35:57,2026-08-17 09:59:57
922577a6-602f-4e76-97ef-bb3362f05115,M17,FIFAW26043429,Melissa Olson,laurie58@gmail.com,VIP,4,NRG Stadium,2865.2,2026-06-16 17:26:14,2026-06-16 17:50:14
f7663b2e-b339-4686-a817-393dcbe5f21c,M1,FIFAW26000101,Matthew Snyder,hunter35@yahoo.com,GA,9,AT&T Stadium,8487.0,2026-05-23 22:56:25,2026-05-23 23:21:25
5b4c1377-584e-4c99-86bc-3d11403b1df3,M28,FIFAW26048964,Vicki Howard,waltersjason@gmail.com,VIP,5,SoFi Stadium,4173.0,2026-06-29 15:18:00,2026-06-29 15:24:00
a648d58a-3582-4e54-b9c0-b8fa53461fd3,M1,FIFAW26024411,Andre Thomas,gina11@gmail.com,Student,6,AT&T Stadium,3960.6,2026-06-08 11:26:36,2026-06-08 11:52:36
b3edb963-25af-4c95-93f3-fdb7f8509be4,M2,FIFAW26015231,Jacqueline Hensley,lindseyelizabeth@hotmail.com,GA,7,BMO Field,4333.0,2026-06-08 05:17:40,2026-06-08 05:38:40
1b64536d-929b-4c51-8ce1-28450f1db331,M2,FIFAW26012675,Carrie Moore,cglass@gmail.com,Student,9,BMO Field,3899.7,2026-05-20 17:38:26,2026-05-20 17:51:26
bb027d14-3a85-40c6-85b9-9c7bd409643b,M27,FIFAW26006390,Chelsea Wright,hamptonkathryn@yahoo.com,VIP,9,AT&T Stadium,11033.1,2026-06-11 01:16:46,2026-06-11 01:20:46
35423070-2a6a-4954-939e-a1b70159c7f3,M22,FIFAW26007556,Jonathan Page,smithjustin@hotmail.com,Student,1,BMO Field,433.3,2026-06-20 13:59:27,2026-06-20 14:29:27
5d229ea8-25be-475f-a5c4-f3a44a01002d,M5,FIFAW26012566,Christopher Schultz,rdavis@gmail.com,GA,3,SoFi Stadium,1926.0,2026-06-12 10:29:25,2026-06-12 10:33:25
78d51ae6-eb24-4121-9b5f-14c70da5bca1,M26,FIFAW26035340,Kenneth Higgins,marywright@hotmail.com,VIP,9,Hard Rock Stadium,8564.4,2026-07-14 13:07:32,2026-07-14 13:18:32
850a897f-9426-439a-a987-c75132d98fd5,M11,FIFAW26045687,James Stewart,thomaswalsh@yahoo.com,VIP,3,MetLife Stadium,2106.0,2026-04-28 04:30:34,2026-04-28 04:49:34
7753c3ee-0b2c-47ec-991b-52a018534cfe,M3,FIFAW26005343,Christian Meza,hollychang@hotmail.com,GA,6,SoFi Stadium,3852.0,2026-04-25 00:09:41,2026-04-25 00:34:41
786ac694-1e62-49db-b93e-99163e41420c,M15,FIFAW26035084,Dylan Wall,brandymason@gmail.com,Student,2,GEHA Field at Arrowhead Stadium,971.6,2026-06-14 17:43:06,2026-06-14 18:09:06
5042781a-ac5a-40f5-9cc6-a6d84f6c9a6e,M40,FIFAW26012966,Brittany Berg,lcoleman@yahoo.com,VIP,8,BC Place,6739.2,2026-07-08 22:57:40,2026-07-08 23:58:40
6e24beaf-1f64-4dfb-b0a7-f8d50a0b4a5c,M36,FIFAW26019860,Nathan Long,qdudley@yahoo.com,Student,5,Mercedes-Benz Stadium,3279.5,2026-08-16 04:02:30,2026-08-16 04:56:30
c5b7d020-8bac-44ce-9815-07ec868166fc,M4,FIFAW26003836,Kevin Bennett,casey54@hotmail.com,VIP,6,GEHA Field at Arrowhead Stadium,5413.2,2026-04-24 04:45:01,2026-04-24 05:12:01
3e31346d-a024-48de-b12b-f95ac9e8383c,M37,FIFAW26049134,Michael Kim,christinawilliams@gmail.com,Student,1,BMO Field,433.3,2026-08-17 01:17:50,2026-08-17 01:54:50
5177dea5-29ca-47de-9cfc-fe079e92b719,M47,FIFAW26041741,Michele Meadows,walkerjason@hotmail.com,VIP,7,SoFi Stadium,5842.2,2026-07-10 10:08:42,2026-07-10 10:14:42
a2bfdb09-d70e-43e6-b392-8e780e59d395,M4,FIFAW26018968,Crystal Garcia,brucehurst@gmail.com,Student,9,GEHA Field at Arrowhead Stadium,4372.2,2026-04-24 15:08:34,2026-04-24 15:20:34
a34bfe21-ed28-4a57-8477-a041462773a7,M15,FIFAW26041268,Darius Davidson,dennis45@hotmail.com,Student,8,GEHA Field at Arrowhead Stadium,3886.4,2026-06-01 18:08:51,2026-06-01 18:59:51
eb7c5264-1d6b-4a36-853a-1d6a5d1c23ad,M36,FIFAW26007207,Glenn Green,jonescarolyn@hotmail.com,Student,1,Mercedes-Benz Stadium,655.9,2026-07-11 02:34:11,2026-07-11 02:53:11
014a85b3-0c2d-423e-a2c8-47ad24cdd322,M26,FIFAW26025361,William Carroll,zhensley@gmail.com,Student,3,Hard Rock Stadium,1537.2,2026-06-11 00:39:14,2026-06-11 04:39:14
2847235c-185e-407e-9a5b-242a5c6151a6,M47,FIFAW26023076,Taylor Simpson,travis53@gmail.com,GA,7,SoFi Stadium,4494.0,2026-07-27 23:59:00,2026-07-28 00:48:00
ba0bd5d9-b02f-4421-b0d9-c14bc0650a4d,M33,FIFAW26029565,Kevin Welch,andreclark@hotmail.com,VIP,1,SoFi Stadium,834.6,2026-06-27 08:24:37,2026-06-27 08:39:37
7890b082-2700-4e73-8c7f-4c54aea50825,M17,FIFAW26040133,Robert Johnston,braydylan@gmail.com,VIP,3,NRG Stadium,2148.9,2026-06-24 03:11:52,2026-06-24 03:28:52
96ed6257-fc82-4afe-aa7f-eeb5fea99acd,M4,FIFAW26014164,Ricky Keith,rita00@yahoo.com,VIP,7,GEHA Field at Arrowhead Stadium,6315.4,2026-05-11 17:31:08,2026-05-11 17:47:08
e5a62857-4a36-41c8-9436-aa64ae454d13,M49,FIFAW26019735,Denise Cobb,cruzkimberly@yahoo.com,Student,2,Mercedes-Benz Stadium,1311.8,2026-08-10 18:28:02,2026-08-10 18:35:02
dac4abf7-bd80-4d27-a9d9-a892bf39f41c,M12,FIFAW26028673,Kristina Stanley,devingomez@hotmail.com,Student,5,SoFi Stadium,2247.0,2026-06-13 12:26:01,2026-06-13 12:28:01
ee558c99-f4c6-426c-84c2-33923b494301,M21,FIFAW26010555,Eric Wagner,ogonzalez@hotmail.com,Student,5,BMO Field,2166.5,2026-06-25 05:12:07,2026-06-28 05:12:07
9e4db45b-8915-4e61-9d78-da4bd614b746,M33,FIFAW26042889,Deborah Shah,brightashley@hotmail.com,VIP,7,SoFi Stadium,5842.2,2026-07-21 17:30:37,2026-07-21 17:53:37
cb9c7185-93fa-42af-b2f2-d9215e97c0a2,M34,FIFAW26049952,Mark Fleming,judith60@yahoo.com,Student,5,GEHA Field at Arrowhead Stadium,2429.0,2026-06-18 06:57:51,2026-06-18 07:21:51
d96aa68d-b395-4537-8fc1-bd153ef584dd,M44,FIFAW26020153,Yvette Reid,william05@yahoo.com,Student,7,BC Place,3175.2,2026-08-05 19:34:03,2026-08-05 19:56:03
779d7d5f-6d72-4d5a-a69e-7a29e6dac241,M46,FIFAW26007798,Jane Mccarthy,jacobhernandez@yahoo.com,VIP,4,BMO Field,3218.8,2026-07-28 20:55:50,2026-07-28 21:18:50
131d6db6-c28f-4698-b260-aca4fed7c9b1,M34,FIFAW26009278,Michael Johnson,martinezlee@hotmail.com,VIP,7,GEHA Field at Arrowhead Stadium,6315.4,2026-07-05 05:34:22,2026-07-05 05:38:22
d6ea3959-1da4-4fbe-9f70-1d3300cd7949,M29,FIFAW26008892,Debra Martin,gford@yahoo.com,GA,7,GEHA Field at Arrowhead Stadium,4858.0,2026-06-02 15:14:18,2026-06-02 15:17:18
ec18fd4e-2e57-47e1-97da-50b0b8a4bd2f,M2,FIFAW26027886,Jeremy Nichols,robinmartinez@hotmail.com,VIP,2,BMO Field,1609.4,2026-05-20 05:16:46,2026-05-20 05:46:46
4399489a-78c8-4df8-a353-9344d80c407c,M27,FIFAW26002504,Edward Smith,jacoboconnor@hotmail.com,VIP,5,AT&T Stadium,6129.5,2026-06-23 20:14:11,2026-06-23 20:19:11
141501c2-9a5c-4842-8ea6-7ecf13b885ed,M50,FIFAW26018177,Christopher Williams,alexapadilla@hotmail.com,GA,5,NRG Stadium,2755.0,2026-07-22 10:10:53,2026-07-22 10:33:53
61e9dee4-6344-45e5-b01b-844212b1b4c8,M11,FIFAW26026069,Javier Jones,kimberly05@hotmail.com,VIP,7,MetLife Stadium,4914.0,2026-06-07 07:59:40,2026-06-07 08:16:40
cab60580-1425-4102-a0bd-f730247f5ada,M38,FIFAW26001235,John Thornton,imiller@hotmail.com,GA,8,GEHA Field at Arrowhead Stadium,5552.0,2026-06-27 10:50:47,2026-06-27 11:09:47
7daaf90f-63a3-4eff-bf25-b9e889ebeeb1,M25,FIFAW26020065,Caleb Haas,nmcneil@yahoo.com,GA,5,BC Place,3240.0,2026-06-12 06:31:11,2026-06-12 06:41:11
94a9937e-f973-410e-acab-9464f5a4e83c,M41,FIFAW26023369,Eric Miller,angela89@hotmail.com,Student,4,Hard Rock Stadium,2049.6,2026-07-20 04:28:35,2026-07-20 04:45:35
359b59eb-c810-45af-9eec-e23a03c01fcf,M9,FIFAW26036287,Debbie Rose,paula35@yahoo.com,GA,6,Mercedes-Benz Stadium,5622.0,2026-05-19 02:40:50,2026-05-19 07:40:50
03b59aa1-d288-4005-bb12-2c33cd7c4895,M2,FIFAW26012381,John Campbell,along@yahoo.com,VIP,4,BMO Field,3218.8,2026-06-05 19:18:09,2026-06-05 19:55:09
2b52d188-0781-4165-8b50-9a174a372c3e,M15,FIFAW26039920,Andrew Beasley,danieldrew@yahoo.com,Student,5,GEHA Field at Arrowhead Stadium,2429.0,2026-06-29 01:05:27,2026-06-29 01:25:27
215d7810-2e1f-4c31-861a-8fdc25246431,M40,FIFAW26044032,Scott Mann,jennifer94@hotmail.com,GA,7,BC Place,4536.0,2026-08-20 05:51:45,2026-08-20 05:53:45
bb5577c6-b5e6-4bfd-8fcb-53d8559d3f83,M11,FIFAW26042874,Geoffrey Gordon,jarviskeith@gmail.com,Student,2,MetLife Stadium,756.0,2026-05-01 20:11:42,2026-05-01 20:12:42
dd0bc070-550e-4588-88ba-825760dc2bdd,M26,FIFAW26016569,Kristina Garcia,perrybrandon@gmail.com,GA,8,Hard Rock Stadium,5856.0,2026-06-28 17:02:51,2026-06-28 17:04:51
dd2a5909-51dc-466a-835a-f80cd19d37fb,M25,FIFAW26031767,Jordan Rodriguez,timothymiller@gmail.com,GA,5,BC Place,3240.0,2026-05-20 19:58:17,2026-05-20 20:09:17
bc1dea22-5cab-4be2-9a38-c9ba70fc5ec8,M22,FIFAW26031861,Gabriella Griffin,vgarrett@hotmail.com,VIP,6,BMO Field,4828.2,2026-05-15 12:09:47,2026-05-15 12:28:47
679663ae-c805-43ff-889b-d5e52c9056e7,M25,FIFAW26032163,Joshua Moore,thomassilva@hotmail.com,Student,9,BC Place,4082.4,2026-06-23 14:23:40,2026-06-23 14:42:40
19b46c3c-c2ce-488c-9340-b43bfdf328b9,M20,FIFAW26002517,Joshua Simmons,anthonydavis@hotmail.com,VIP,8,Lumen Field,9308.0,2026-06-09 02:41:51,2026-06-09 03:03:51
a727ac9e-40c3-43f6-88bd-5123b92a4913,M4,FIFAW26000738,Brandon Garcia,briancervantes@yahoo.com,VIP,1,GEHA Field at Arrowhead Stadium,902.2,2026-04-15 18:27:06,2026-04-15 18:28:06
0a984296-086e-4288-b426-3a4b2798f90f,M16,FIFAW26023185,Kaitlyn Gould,christopher22@yahoo.com,VIP,3,BC Place,2527.2,2026-05-15 08:49:02,2026-05-15 09:19:02
87abcd30-8cd5-421f-9984-ec93a5def6ed,M37,FIFAW26018386,Stephen Schwartz,marypowers@gmail.com,VIP,6,BMO Field,4828.2,2026-07-26 22:38:05,2026-07-26 22:53:05
0797a459-02ad-4267-93fd-e902421af669,M18,FIFAW26027234,Lisa Nelson,hansoncasey@hotmail.com,VIP,2,NRG Stadium,1432.6,2026-05-26 23:35:37,2026-05-26 23:59:37
f1a959cf-11e6-41b8-9e0c-5131a9b8258a,M39,FIFAW26001346,Lori Skinner,marylawson@gmail.com,Student,7,BC Place,3175.2,2026-07-22 15:50:11,2026-07-22 20:50:11
0f369312-2743-47fc-9974-535329d13d51,M5,FIFAW26021756,Anthony Rice,rowekathleen@yahoo.com,GA,6,SoFi Stadium,3852.0,2026-05-10 02:55:23,2026-05-10 03:22:23
ea21c8aa-c4c8-4b08-a9b8-23e6bbf7740e,M19,FIFAW26007433,Katherine Munoz,fwilson@yahoo.com,VIP,2,SoFi Stadium,1669.2,2026-06-19 18:56:51,2026-06-19 18:58:51
9d7670be-ab55-4357-a207-3bf327d19e1b,M35,FIFAW26034763,Patrick Pennington,yfoster@yahoo.com,Student,9,BMO Field,3899.7,2026-07-06 15:37:31,2026-07-06 15:46:31
b8af4301-8871-43f7-a0a7-8ee60f82a109,M7,FIFAW26036847,Kyle Beltran,joseph86@gmail.com,VIP,7,AT&T Stadium,8581.3,2026-05-01 21:23:23,2026-05-01 21:27:23
5c0c38c5-ff3c-42d4-91c8-053a1024459d,M10,FIFAW26021878,Steven Ibarra,patrick43@gmail.com,GA,3,GEHA Field at Arrowhead Stadium,2082.0,2026-05-19 21:45:44,2026-05-19 21:56:44
951f214a-5a0a-42bc-88bd-3e292e72b5ef,M25,FIFAW26018188,Samantha Anderson,zlawrence@hotmail.com,Student,6,BC Place,2721.6,2026-05-20 08:47:28,2026-05-20 09:09:28
96464ab9-3532-4d5e-8e42-f9d92ada415e,M20,FIFAW26049225,Lydia Rodriguez,steelemadeline@yahoo.com,VIP,7,Lumen Field,8144.5,2026-05-23 13:55:51,2026-05-23 14:17:51
78db761d-8d8d-4242-833c-71a6e942d2b1,M42,FIFAW26004734,Phillip Morales,ssmith@hotmail.com,VIP,2,Hard Rock Stadium,1903.2,2026-07-19 10:42:07,2026-07-19 11:01:07
c2f63399-7461-4607-a515-3311dd5802da,M21,FIFAW26000612,Emily Clements,marcia37@yahoo.com,GA,1,BMO Field,619.0,2026-06-29 05:14:02,2026-06-29 17:14:02
85eaee2d-0b40-4e45-b086-9a21deddeb52,M9,FIFAW26011001,Justin Castaneda,ajones@yahoo.com,VIP,6,Mercedes-Benz Stadium,7308.6,2026-06-07 14:27:18,2026-06-07 14:28:18
59ec6218-251f-48a7-8589-13042b274f17,M46,FIFAW26017633,Shelia Erickson,websterkaitlyn@gmail.com,Student,4,BMO Field,1733.2,2026-07-18 10:15:28,2026-07-18 10:25:28
